60	0	0	0	0	0	0.5	
59.9	0	0	0	0	0	0.5	
59.8	0	0	0	0	0	0.5	
59.7	0	0	0	0	0	0.5	
59.6	0	0	0	0	0	0.5	
59.5	0	0	0	0	0	0.5	
59.4	0	0	0	0	0	0.5	
59.3	0	0	0	0	0	0.5	
59.2	0	0	0	0	0	0.5	
59.1	0	0	0	0	0	0.5	
59	0	0	0	0	0	0.5	
58.9	0	0	0	0	0	0.5	
58.8	0	0	0	0	0	0.5	
58.7	0	0	0	0	0	0.5	  
58.6	0	0	0	0	0	0.5	
58.5	0	0	0	0	0	0.5	
58.4	0	0	0	0	0	0.5	
58.3	0	0	0	0	0	0.5	
58.2	0	0	0	0	0	0.5	
58.1	0	0	0	0	0	0.5	
58	0	0	0	0	0	0.5	
57.9	0	0	0	0	0	0.5	
57.8	0	0	0	0	0	0.5	
57.7	0	0	0	0	0	0.5	
57.6	0	0	0	0	0	0.5	
57.5	0	0	0	0	0	0.5	
57.4	0	0	0	0	0	0.5	
57.3	0	0	0	0	0	0.5	
57.2	0	0	0	0	0	0.5	
57.1	0	0	0	0	0	0.5	
57	0	0	0	0	0	0.5	
56.9	0	0	0	0	0	0.5	
56.8	0	0	0	0	0	0.5	
56.7	0	0	0	0	0	0.5	
56.6	0	0	0	0	0	0.5	
56.5	0	0	0	0	0	0.5	
56.4	0	0	0	0	0	0.5	
56.3	0	0	0	0	0	0.5	
56.2	0	0	0	0	0	0.5	
56.1	0	0	0	0	0	0.5	
56	0	0	0	0	0	0.5	
55.9	0	0	0	0	0	0.5	
55.8	0	0	0	0	0	0.5	
55.7	0	0	0	0	0	0.5	
55.6	0	0	0	0	0	0.5	
55.5	0	0	0	0	0	0.5	
55.4	0	0	0	0	0	0.5	
55.3	0	0	0	0	0	0.5	
55.2	0	0	0	0	0	0.5	
55.1	0	0	0	0	0	0.5	
55	0	0	0	0	0	0.5	
54.9	0	0	0	0	0	0.5	
54.8	0	0	0	0	0	0.5	
54.7	0	0	0	0	0	0.5	
54.6	0	0	0	0	0	0.5	
54.5	0	0	0	0	0	0.5	
54.4	0	0	0	0	0	0.5	
54.3	0	0	0	0	0	0.5	
54.2	0	0	0	0	0	0.5	
54.1	0	0	0	0	0	0.5	
54	0	0	0	0	0	0.5	
53.9	0	0	0	0	0	0.5	
53.8	0	0	0	0	0	0.5	
53.7	0	0	0	0	0	0.5	
53.6	0	0	0	0	0	0.5	
53.5	0	0	0	0	0	0.5	
53.4	0	0	0	0	0	0.5	
53.3	0	0	0	0	0	0.5	
53.2	0	0	0	0	0	0.5	
53.1	0	0	0	0	0	0.5	
53	0	0	0	0	0	0.5	
52.9	0	0	0	0	0	0.5	
52.8	0	0	0	0	0	0.5	
52.7	0	0	0	0	0	0.5	
52.6	0	0	0	0	0	0.5	
52.5	0	0	0	0	0	0.5	
52.4	0	0	0	0	0	0.5	
52.3	0	0	0	0	0	0.5	
52.2	0	0	0	0	0	0.5	
52.1	0	0	0	0	0	0.5	
52	0	0	0	0	0	0.5	
51.9	0	0	0	0	0	0.5	
51.8	0	0	0	0	0	0.5	
51.7	0	0	0	0	0	0.5	
51.6	0	0	0	0	0	0.5	
51.5	0	0	0	0	0	0.5	
51.4	0	0	0	0	0	0.5	
51.3	0	0	0	0	0	0.5	
51.2	0	0	0	0	0	0.5	
51.1	0	0	0	0	0	0.5	
51	0	0	0	0	0	0.5	
50.9	0	0	0	0	0	0.5	
50.8	0	0	0	0	0	0.5	
50.7	0	0	0	0	0	0.5	
50.6	0	0	0	0	0	0.5	
50.5	0	0	0	0	0	0.5	
50.4	0	0	0	0	0	0.5	
50.3	0	0	0	0	0	0.5	
50.2	0	0	0	0	0	0.5	
50.1	0	0	0	0	0	0.5	
50	0	0	0	0	0	0.5	
49.9	0	0	0	0	0	0.5	
49.8	0	0	0	0	0	0.5	
49.7	0	0	0	0	0	0.5	
49.6	0	0	0	0	0	0.5	
49.5	0	0	0	0	0	0.5	
49.4	0	0	0	0	0	0.5	
49.3	0	0	0	0	0	0.5	
49.2	0	0	0	0	0	0.5	
49.1	0	0	0	0	0	0.5	
49	0	0	0	0	0	0.5	
48.9	0	0	0	0	0	0.5	
48.8	0	0	0	0	0	0.5	
48.7	0	0	0	0	0	0.5	
48.6	0	0	0	0	0	0.5	
48.5	0	0	0	0	0	0.5	
48.4	0	0	0	0	0	0.5	
48.3	0	0	0	0	0	0.5	
48.2	0	0	0	0	0	0.5	
48.1	0	0	0	0	0	0.5	
48	0	0	0	0	0	0.5	
47.9	0	0	0	0	0	0.5	
47.8	0	0	0	0	0	0.5	
47.7	0	0	0	0	0	0.5	
47.6	0	0	0	0	0	0.5	
47.5	0	0	0	0	0	0.5	
47.4	0	0	0	0	0	0.5	
47.3	0	0	0	0	0	0.5	
47.2	0	0	0	0	0	0.5	
47.1	0	0	0	0	0	0.5	
47	0	0	0	0	0	0.5	
